string,gn.AROU,gn.VAL,gn.DOM,gn.CNC,gn.IMAG,gn.FAM,gn.AOA,gn.SIZE,gn.GEND
spade,3.6333,4.75,5.5714,6.3333,6.3077,4.2,3.1935,3.0333,4.96
spank,6.697,3.8857,5.0294,4.5455,5.2353,4.5,4.1143,3.8824,4.3235
spanner,2.75,4.871,5.6207,6.6897,6.6774,5.0769,3.6061,2.4194,5.5938
spark,6.6286,6.3333,5.6286,5.5455,5.6765,5.4375,4.0857,3.0857,4.1875
sparkle,6.5294,7.5143,5.8125,3.9394,6.0323,5.5313,2.5455,3.3871,2.0588
speak,4.8529,5.9355,6.8235,4.7273,4.4545,6.3667,2.125,4.0625,3.4545
speaker,4.0625,5.7576,6.129,5.5161,5.5938,6.1111,3.9375,4.3871,4.1818
spear,5.8438,3.2188,5.8788,6.0909,6.3871,5.1875,3.8824,4.0313,5.5882
special,6.8235,7.7273,6.0882,2.2059,3.0882,6.2903,2.4706,5.3824,2.9091
speciality,5.7188,7.303,6.2647,2.9429,2.7143,5.0645,5.4706,4.2903,3.2857
spectacular,7.9697,8.3636,6.75,2.1935,3,5.2308,5,6.0323,3.5938
speech,5.3333,6.0625,6.8824,4.6667,4.2188,6.375,3.2188,4.8182,3.6364
speed,7.0645,5.4848,6.9333,3.4688,4.6333,5.8519,3,5,5.2069
speedy,5.9091,6.4,6.2353,3.9394,4.2581,5.3871,3.3824,4.1515,4.6061
spell,4.4516,5.5143,5.4545,3.7941,3.7714,5.4375,2.6286,3.7647,3.5
spelling,3.3529,5.3714,5.3143,3.7353,3.5143,5.9697,2.8857,4.0588,3.6857
sperm,5.4545,5.4412,5.7647,6.4118,5.8,5.2903,6.0571,2.5143,6.6
sphere,4.4333,5.7,5.3929,5.2424,5.9667,4.5357,4.3226,4.0313,3.7241
spherical,3.9688,5.2258,4.8182,4.9667,5.697,4.3667,5.5,3.75,3.7188
spider,4.7419,3.6765,5.0313,6.6563,6.8125,6.5333,1.9714,2.3235,4.4412
spin,5.5152,5.3235,5.9394,4.4412,5.5455,5.8485,2.6389,3.3143,3.9118
spinach,3.1515,5.125,4.9677,6.75,6.5,5.6296,3.3333,2.375,4.5938
spine,3.8824,5.6061,5.697,6.5294,6.2424,5.6667,4.1471,3.7813,3.9688
spire,4.129,5.3333,5.2813,5.8438,5.4839,3.5484,5.0606,4.9032,4.6061
spirit,6.375,6.875,6.0909,2.4688,3.2903,5.1071,3.9091,5.1563,3.3824
spit,3.8333,2.697,5.5152,6.0882,6.0286,4.875,2.7576,2.5152,5.7188
split,3.8065,4.0625,4.0857,4.1429,4.6857,5.0968,3.2353,3,4
sponge,3.2647,5.2059,5.1714,6.0323,6.2727,6.1,2.6286,2.4545,3.2059
sponsor,4.0938,6.3333,4.9,3.7813,3.5333,4.5517,4.9697,4.3871,4.4839
spooky,5.6207,3.8438,4.129,2.5455,3.5714,4.8148,3.303,4.1071,4.3846
spoon,3.3125,5.5,5.8667,6.8182,6.72,6.5769,1.875,2.0645,3.6897
sport,5.1212,6.3529,5.9697,5.6667,5.9091,6.3871,2.7143,4.7143,5.5313
sports,5.4063,6.3235,5.6774,5.2727,5.2941,6.2581,2.6061,5.2121,5.4545
spot,3.75,3.9032,4.5,5.4839,5.6,5.8333,2.9667,2.1071,4
spouse,5.5714,7,5.2571,5.4706,5.5625,4.6333,5.4571,4.3529,3.2571
spray,3.9697,4.9412,5.2059,5.4516,5.2353,5.5172,3.1176,3.4571,3.5455
spread,4.3939,5.2,5.4545,4.0323,4.7576,5.8846,3.1765,3.9032,4.1212
spree,6.1034,4.7333,6.0741,3.069,3.0645,3.3214,5.0667,4.3793,3.25
spring,6.3548,7.1818,5.5152,5.4545,5.9394,6.1071,2.6471,5.0303,2.8485
spur,4.6,5.2759,5.5517,3.7,3.3667,2.9667,5.5806,3,4.75
spurs,4.3939,4.2813,5.2424,5.8438,5.3636,3.3636,4.8824,3.0303,5.303
squad,4.5806,5.2727,5.3824,5.0303,4.6563,4.0714,4.8485,5.2333,5.5517
square,2.5152,4.9375,4.9032,6.0667,6.5,5.9333,2.2121,3.303,4.9063
squash,4.3235,4.1471,5.5588,5.0571,5.1429,4.6765,3.3429,3.2286,4.2121
squat,4.6471,4.9429,5.0588,5.4167,5.6471,5.6333,4.6857,3.2647,3.6944
squeeze,6.3824,5.9714,5.697,4.5294,5.4412,5.5938,2.7941,3.5294,3.871
squid,3.8667,4.5455,5.1613,6.6875,6.5313,4.7037,3.8182,3.0645,4.6667
squirrel,4.2,5.9706,5.1176,6.5455,6.6765,5.3667,2.3529,2.2059,3.4242
stab,6.3438,1.8529,4.0588,5.1765,5.7879,5.625,4.2059,4.4412,5.3235
stack,3.4333,5.3667,5.4483,5.1935,4.9032,4,3.871,3.7667,4.48
stadium,4.2647,5.8788,5.2286,6.3235,6.5714,5.7576,3.8235,5.8235,5.5152
staff,3.4375,5.1471,3.8788,5.8125,5.2727,6.2857,4.0882,4.0882,4
stag,5.7097,5.8929,5.8966,6.4074,5.9259,4.069,4.7419,4.6452,6.1379
stage,5.2,5.5152,5.3333,5.9677,6,5.6154,3.1563,4.7419,3.48
stagecoach,2.8438,5.0645,4.8182,5.7576,5.5758,4.2903,5.4242,4.9697,4.7647
stagnant,3.1429,3.0714,3.8571,3.2667,3.4516,3.6667,6.0645,3.5714,4.8333
stain,3.5846,3.2769,4.403,5.5625,5.9538,5.6,3.7015,2.6875,3.8772
stake,4.7576,4.303,5.2121,4.8125,3.9375,4,5.0588,3.7143,5.0323
stale,2.4667,2.9032,4.3103,3.8125,3.6,4.8,4,3.0667,4.3462
stall,2.8788,4.5588,4.8182,4.9118,4.875,4.2903,4.0571,3.6471,4.2
stallion,5.8824,5.9706,5.9697,6.4412,6.2059,3.9677,4.8824,4.9706,6.3636
stammer,4.3438,3.8065,3.1333,4.3,3.5484,3.8148,4.75,3.6452,4.4615
stamp,3.5161,5.2333,5.1667,6.2593,6.44,5.4167,3.3125,1.8387,4.1538
stance,4.6176,5.6364,6.697,3.6176,3.8857,4.6364,5.5294,4.7188,5
stand,4.129,5.3333,6.3793,4.2258,4.8529,5.8148,2.5938,3.8621,4.3667
staple,2.8182,5.0909,5.5,6.1212,5.7188,5.3548,3.8824,2.3636,4.4848
stapler,2.9063,4.8485,5.7647,6.7576,6.6364,6.0294,3.5882,2.1143,4.5938
star,6.6,7.3429,5.2727,6.2286,6.5806,6.3235,1.9714,4.6,2.5882
stare,5.4063,3.7813,4.5517,4.0645,4.7813,5.5,3.1515,3.4516,4.0714
starfish,4.3548,5.7273,5.7419,6.3824,6.6471,4.8276,2.7714,2.2121,2.9118
stark,4.2667,4.1,4.9333,3.6552,2.7,3.6774,5.9677,3.5333,4.6667
start,5.129,6.3103,6.5484,3.1818,3.4375,6.36,2.3,4.2414,4.087
startle,6.2813,3.6857,3.6364,3.7273,4.4571,4.6774,4.5714,3.7059,3.4688
starve,4.6,1.8571,3.4286,5.2059,4.6857,6.1034,3.5833,4.3235,3.7429
starving,4.8125,1.8438,2.8438,3.75,4.875,6.129,2.9697,5.4242,4.0313
statue,4,5.5152,5.2188,6.5313,6.1875,5.5862,3.0882,5.3438,4.6667
status,5.5,5.7059,5.9706,3.0588,3.4706,5.3226,5.1429,5.1176,4.9688
statute,3.5667,5,5,4.4643,3.6429,3.5313,5.8667,4.5556,4.6552
stay,3.4706,5.6667,4.8235,3.5,2.8235,6.0938,2.3824,3.9118,3.9063
steak,5.25,6.0323,6.1379,6.7143,6.5357,5.5185,4.0938,3.3226,5.931
steal,5.7059,2.2353,5.9697,3.9394,4.5455,5.8182,3.2647,4.4706,4.9394
stealth,5.3226,5.1875,6,2.8,3.7813,4.3939,5.5,3.6667,4.5625
steam,4.4194,5.2813,5.0313,5.375,5.5667,5.4615,3.4333,3.6774,4.32
steel,3.7273,4.9032,5.4545,6.3636,5.7941,5.2414,4.2941,4.4242,5.3438
steep,4.9077,3.7463,4.2034,4.4769,5.3175,4.7895,3.8333,4.7385,4.6379
steer,4.2813,5.0938,5.7059,4.1765,4.3824,5,3.7143,3.2581,4.8667
stem,3.7188,5.3636,5.3529,5.9032,6.0294,5,3.7714,2.8286,3.4375
stench,4.3548,2.6061,4.3667,4.125,4.3438,4.5,4.4688,4.7419,4.9697
stereotype,4.3429,2.9118,3.6176,3.1765,4.0294,5.7419,5.7143,4.8857,3.7429
stern,4.4839,3.3333,5.2424,3,3.9697,4.5938,4.7143,4.3939,4.8485
steroids,4.9667,2.9333,5.1613,5.8214,4.7097,4.6154,6.0323,3.8,5.931
stethoscope,4.8438,5.3125,5.2903,6.75,6.28,4.4,5.0333,2.9,4.3333
steward,3.4118,5.4,4.3636,6.2857,5.1714,4.4688,5.7059,3.9091,4.6
stick,2.871,4.7742,5.3125,6.3636,6.0606,5.6774,2.3529,2.5625,4.6563
sticky,4.5313,3.4706,4.5294,4.9714,5.4412,5.2667,2.4571,3.0857,4.3143
stiff,4.7879,4.1515,4.697,3.9355,4.1563,4.8571,4.0294,3.2903,5.2333
sting,5.2,2.4286,4.0286,5.2059,5.7273,5.0625,2.7714,3.2353,4.4545
stingy,4.2121,2.6364,3.625,3.9091,3.875,5.1,3.9697,3.4375,4.6667
stink,4.7429,2.5294,4.8286,3.9714,3.5143,5.1613,2.5429,3.9429,5.4571
stir,4.6667,5.1563,5.4848,4.8824,5.4412,5.8065,2.7813,3.0625,3.4412
stock,3.4516,5.4194,4.8333,4.5333,4.0303,5.0714,4.2727,4.0909,4.8065
stolen,4.7714,2.1765,4,3.8824,3.7429,5.5,3.0857,4.5152,4.8667
stomach,4.0313,5.0588,4.8824,6.303,6.129,6.3448,2.7879,3.4412,4.0882
stone,3.3226,5.0625,5.3103,6.3571,6.4828,5.76,2.5938,2.8125,4.963
stool,2.4839,4.697,5.3871,6.5625,6.4118,4.9697,3.0294,2.7941,4.4706
stop,4.3548,3.4516,4.3103,3.7879,4,6.2222,1.8485,4.2903,4.5313
storage,3.0303,5.0909,5.4706,5.5806,5.5152,5.6452,4.2,4.7353,4.4516
store,3.3793,5.3793,5.3214,5.5357,5.0968,5.5385,3.4063,4.8,3.8889
storeroom,2.7241,4.9688,4.8333,6.2581,6.1613,5.2069,4.6452,4.2667,4.5
storm,6.5758,3.4706,4.0882,5.5,6.4118,5.5926,3.0857,6.1176,4.5714
story,5.4839,6.8276,6.0645,3.7097,3.8065,6.0385,1.9355,4.6,3.8889
stout,3,3.9032,4.4667,4.5161,4.7188,3.625,4.9706,3.7742,5.0938
stove,3.6364,5.5882,5.7273,6.3871,6.6176,5.1538,3.7059,3.625,3.6667
strain,4.4242,2.8235,3.6176,2.9412,3.2424,4.8387,4.9706,3.8235,4.5455
strand,3.3824,4.9394,4.3438,4.8182,4.5588,4.5,4.2941,2.4516,3.2121
strange,5.303,3.9706,4.3529,2.4118,3.2727,6.129,3,4.5625,4.1563
stranger,5.4848,3.7571,4.2464,4.7101,4.2727,5.6667,2.7143,4.5152,4.9559
strangle,5.5143,1.7353,4.3824,5.4,6.0606,4.9375,4.0857,4.9143,5.4412
strap,4.2,4.7143,4.6176,6.2059,6.0286,5.2258,3.1714,2.8485,4.3235
straw,2.875,5.0303,4.8438,6.3333,6.303,5.1875,2.3333,2.0645,3.9063
strawberry,5.4118,6.4667,5.5667,6.5,6.875,6.4194,2.4118,2.7941,2.8125
stray,4.0323,3.6875,4.6129,3.2813,3.3,4.1111,3.7,3.3548,4.24
streak,4.75,4.9394,5.7813,3.8824,4.5714,4.4,4.2,3.5455,4.6061
stream,4.3824,6.1471,5,6.0571,6.4545,5.5185,3.1667,4.2778,3.5278
street,3.6563,5.3333,5.2188,6.375,6.0667,6.7917,2.303,4.1212,4.3125
strength,6.7353,7.0938,7.5758,4.2258,4.7576,6.2667,3.3939,6.0606,5.8529
stress,5.4412,1.9118,3.0588,3.3714,4.4516,6.1818,5.2571,4.9714,4.1471
stressful,4.4375,2.1212,3.2581,3.1515,4.1875,6.5484,4.9706,5.1212,3.875
stretch,4.871,5.7188,5.3,3.9677,4.7097,6.2,3.0968,4.1724,3.8
strict,5.1,3.4688,3.8,2.8387,3.2813,5.3462,3.5484,3.9667,4.2692
strictly,4.2059,3.6875,3.9697,3.4412,2.7647,5.0313,3.8,4,3.7273
stride,4.9412,5.9706,6.9091,4.2353,4.5,5.25,5.0294,4.5455,5.0909
strife,5,3.4545,3.8,3.1667,3.3939,3.6061,5.8438,4.9032,4.4118
strike,5.0606,3.4242,5.7188,4.2941,5.0909,5.2759,4.4545,5.0938,5.3333
string,3.1875,5.2286,4.9394,5.9394,6.1429,6.0323,2.6176,2.2424,3.9394
strip,5.6875,4.8,5.1667,4.25,4.8485,5,4.4688,3.0323,3.5313
stripper,6.25,3.875,4.7813,6.2903,6.3438,5.3929,5.875,4.3226,3.2121
stroke,4.6286,3.8,4.1429,4.9118,5.1176,4.75,4.1143,3.7714,3.7714
stroll,4.5588,6.5,5.9706,4.2941,4.9706,4.7879,4.1176,3.6061,3.2059
strong,6.8788,7.5714,7.6176,3.9412,5.0857,6.5,2.4848,5.8485,5.8
struggle,4.5625,2.7879,3,3.7353,4.0606,5.5758,4.2727,4.875,4.4063
stubble,4.2647,5.3438,5.7429,6.1212,6.3,5.4688,5.2353,2.7879,6.1875
stuck,4.2903,3.3824,3.4571,3.4286,4.0882,5.5806,2.5714,3.7879,4.3333
student,5.1765,6.0857,5.8571,6.2857,6.303,6.9355,4.4286,4.1714,3.8529
study,3.8788,5.3235,5.2059,4.4857,5.2059,6.5588,4.1429,4.7647,3.9697
stumble,4.7667,3.875,3.4,3.8065,4.5484,4.3333,4.2188,3.0625,4.1304
stupid,4.1515,2.25,3.4063,3.2813,3.125,6.1667,2.7576,4.2813,4.2727
style,5.9143,6.4412,5.9429,2.9118,4.2571,5.9394,4.2857,4.4571,2.3824
stylish,5.8485,7.1471,6.0606,3.1714,4.2,5.1071,5.1176,4.7576,2.2059
subdue,3.7813,4.0606,3.8065,3,2.6129,4.0345,6.0857,3.6563,4.125
subject,3.6129,4.9697,4.6875,3.9118,3.4412,5.6667,3.8,4.5313,4.0606
subjective,3.8235,4.9429,4.7143,2.3143,2.1765,4.5806,6.2222,4.0588,3.4167
sublime,5.2333,6.7097,5.6,2.4839,2.25,3.8438,5.9032,4.4,3.2759
submarine,4.5152,5.129,4.5938,6.6923,6.5758,3.8077,4,5.4839,5.5
substance,4.4063,5.303,5.5517,4.697,3.375,5.5556,5.3235,3.9677,4.0303
substantial,5.0606,6.5143,6.375,3.5429,3.2353,5.0625,6.0294,5.8125,4.3939
substitute,3.75,4.3939,4.2903,3.5484,3.7742,5.1563,5,3.7419,4.1563
subtle,3.8788,5.8182,4.8824,2.5294,2.4118,5.0909,5.4412,2.8824,3.1818
subtract,3.1818,4.1471,4.6364,3.1515,3.6875,5.2727,3.3235,3.0588,4.4118
suburb,2.9375,4.7813,4.25,4.9677,5,4.3929,5.2903,4.8788,3.2857
suburbs,2.9643,4.5517,4.25,4.9677,5.3333,4.2593,5.3438,4.75,3.6071
success,6.8,8.3529,7.5882,3.2059,4.1429,6.2813,4.2424,6.1176,3.8286
successful,6.8529,8.2059,7.1563,2.6765,4.5,6.1538,4.5152,5.5152,3.7813
suffer,5.3125,1.5882,2.8438,2.6176,4.3824,4.9697,4.3824,5.2647,4.1818
suffering,4.1212,1.5625,3.2353,3.0857,4.4706,5.2759,4.5429,5.2571,3.75
suffix,3,4.6667,4.8966,3.4667,3.0968,3.6364,6.0938,2.6,4
suffocate,4.5,1.5333,2.9688,4.4375,4.6667,4.6296,5.0313,4.1818,4.5806
sugar,5.4,6.2,5.0357,6.3462,6.2667,6.56,2.4194,2.125,3
suicidal,3.6176,1.3429,4.0571,2.7273,3.8857,5.0606,6.0286,5.7647,4.4286
suicide,5.0313,1.3824,4.25,4.6667,4.6061,5.8333,5.3235,5.3333,4.0303
suit,4.2581,5.7667,5.5152,6,6.2188,5.6071,3.3636,3.5161,5.6875
suitcase,3.4545,5.5161,5.75,6.7353,6.7273,5.9063,3.1765,3.8182,4.5625
sulk,3.5588,3.0588,3.6471,3.4412,4.2,4.7576,3.2059,3.4706,4.2
sulky,2.9063,3,4.125,2.75,4.2121,4.4242,3.9412,3.6875,3.6875
sulphur,3.5588,4.7647,4.9697,6.1818,4.6563,3.6875,6.0294,2.75,4.6061
sultan,4.4444,5.0667,5.3667,5.1563,4.8276,2.8485,5.129,4.5484,5.5
summary,3.5758,4.9697,5.2,4.0294,3.2857,5.5152,4.9714,3.1515,4.2647
summer,6.8857,7.8,5.3714,4.9714,6.0882,6.1613,2.2571,5.5429,2.6471
sun,6.2121,7.4688,5.7813,6.7273,6.7097,6.6786,1.6364,6.2727,3.1875
sunburn,4.8286,2.7143,3.9394,6.2941,6.2857,5.6471,3.2286,4.1143,3.9706
sunk,3.1765,3.0938,3.7879,3.9394,3.9714,4.4194,3.8529,3.8788,4.7941
sunlight,6.2647,7.3636,5,5.5806,6.125,6.2143,2.9143,5.0882,3.0882
sunny,7.0606,8.3636,5.7273,5.2571,6.5758,6.4242,1.8824,4.8529,2.8286
sunrise,6.2188,7.7879,5.5161,5.5313,6.4828,5.8519,3.3333,5.7273,3.2
sunset,5.8857,7.4722,4.697,5.9697,6.7143,6.3226,3.4857,5.8824,2.3529
sunshine,7.2813,8.1563,6.0938,5.4828,6.5172,6.4545,2.2414,5.9032,2.75
super,6.871,8.125,7.0667,2.6129,3.4242,6.2414,2.4848,5.4063,4.1935
superb,6.8788,8.4688,7.1563,2.6176,3.303,5.8333,3.9355,5.1818,3.2424
supermarket,4.1212,5.4857,5.0606,6.2571,6.6,6.3636,3.3824,5.4412,3.3548
supplication,3.6,4.7619,4.9,3.2273,2.5,2.7188,6.4348,4.1667,4.1364
support,4.871,7.5313,5.1429,3.5,3.0286,5.8333,4.3143,4.9706,2.9032
supportive,4.9063,8,6,3.1471,3.5455,5.8788,4.9412,5.1818,2.7353
suppress,3.8,3.1765,3.5588,2.9714,3.2857,4.8824,5.8235,4.1429,4.0909
suppression,3.8182,2.5,3,2.4706,2.4706,4.4063,6.1471,4.4375,4.1818
supreme,6.4848,7.25,7.0323,2.5588,2.9091,4.1471,5.2353,5.9706,4.3636
sure,4.9143,6.5294,7.1176,3.0606,2.6471,6.0323,2.8571,4.7059,4.0882
surf,5.1,5.9032,5.5517,4.875,6.2188,4.75,3.8485,4.1935,4.7419
surfer,5.5313,5.9412,5.5625,6.4848,6.3438,4.5862,4.1471,3.5313,5.2647
surge,6.0645,4.9677,6.3,4.1613,3.697,4.3548,5.8182,5.0333,4.3438
surgeon,4.9412,6.4,4.3235,6.4286,6.3636,5.5806,4.3714,4.7714,5.4118
surgery,5.6129,4,3.7742,6.3,6.2188,5.2857,4.3143,5.6364,4.303
surplus,4.1,5.1818,5.0606,3.2903,3.75,4.7097,6.1176,5.1471,4.129
surprise,7.3529,7.0882,3.6471,3.1471,4.3939,6.25,2.7353,5.3939,2.7059
surprising,6.4118,6.5313,5.0882,2.6765,3.5882,6.0357,3.5429,4.4412,3.7576
surrender,5.129,3.2903,2.8125,3.3125,3.3438,4.5,4.6563,4.4516,4.1852
surveyor,2.8621,4.9655,4.8333,4.8276,3.625,3.4138,6.2333,3.9333,5
survive,6.2353,7.1429,6.1818,3.1515,3.6857,5.6,4.5294,5.8621,4.8571
survivor,6.1875,7.4688,6.9063,4.5455,4.5,4.72,4.3333,4.9118,4.6129
suspect,4.697,3.0882,4.1515,3.9697,4.0294,5.0313,4.6765,4.5938,4.9333
suspend,4.6857,3.8,3.9394,3.7879,3.5938,4.6471,5.1515,4.2813,4.25
suspended,4.5455,3.0588,3.2727,3.8529,3.6471,4.697,4.9143,4.8235,4.6176
suspension,4.8438,4.2121,3.9697,4.0571,3.5,5,5.4118,4.7429,4.4412
suspicion,5.2,2.7714,3.9143,3,3.2286,5.1818,5.0588,4.7714,3.6286
sustain,3.9697,6.4545,6.0968,3.0909,2.5152,5.1613,5.4848,4.5313,4.0938
sustenance,4.4667,6.697,4.9394,3.697,3.4688,3.9677,6.0625,4.5806,4.2
swamp,3.4857,3.6364,4.6857,5.9143,6.2059,3.9688,3.6471,5.1714,4.7143
swan,4.5882,6.7419,5.8485,6.6061,6.8286,5.3448,2.5143,3.3636,2
swarm,4.5882,3.4412,4.4516,4.5161,5.1176,4.3438,4.6176,4.4412,4.3235
sway,4.1935,5.2286,4.6471,3.9412,5.3939,4.7742,4.0571,3.4118,3.697
sweat,4.9706,4.4242,4.7273,5.9444,5.9375,6.4194,3.7778,3.2647,5.7143
sweater,3.5,5.5313,5.0385,6.4444,6.6552,4.9231,3.8667,3.3929,3.7931
sweatshirt,3.4839,5.6563,5.2813,6.5625,6.5161,5.931,3.5758,3.5,5.1875
sweaty,3.7188,3.0909,4.1935,5.2059,6.0938,6,3.1471,3.5,5.5758
sweep,3.7429,4.8235,5.8065,5.1515,5.5152,5.0625,3.1429,3.6471,3.5152
sweeper,3.7273,5.0625,5.1333,5.303,4.7,3.1667,4.1212,3.3226,4.5806
sweet,6.2,7.6471,5.2121,4.3125,5.0588,6.4545,2.0588,3.0857,2.1471
sweetheart,6.0294,7.2424,4.7647,3.6364,4.6471,5.5667,3.3824,3.6176,2.1176
sweets,6.6571,6.7353,5.6774,6.6176,6.6452,6.3793,1.7879,2.4286,2.9412
swift,5.0606,6.0313,5.7941,3,3.3636,4.5667,4.3143,3.0909,3.75
swim,4.871,5.8286,6.1176,5.9655,6.3939,6.3448,2.3429,3.8286,3.9355
swimmer,4.75,6.1176,5.5667,6,6.125,5.4643,2.7941,3.697,4.1515
swimming,5.0968,6.1,6.1333,5.0714,5.8276,5.7917,2.6061,3.7,3.7037
swindle,3.6333,2.8387,4.7586,2.8667,2.8333,3.0303,5.8571,3.8148,4.5
swing,5.5313,5.7576,5.6774,5.8387,6.1667,6,2.0625,3.9063,3.4375
sword,6,4.1471,6.2121,6.6452,6.6765,5.0625,2.6857,4.0606,5.9394
syllable,3.4242,5.303,5.0313,4.3636,3.0968,4.871,4.5429,3.1176,3.625
symbol,4.6364,5.4688,5.5938,4.3871,4.5758,5.9259,3.9697,3.4063,3.9143
sympathy,5.2941,6.0882,5.1818,2.2059,3.3235,5.8182,4.7941,4.7941,2.0882
symphony,5.3824,6.9706,5.0303,5,4.4571,3.6452,5.7273,5.5152,2.8857
symptom,4.2258,3.5,3.2647,3.9091,3.9706,5.871,4.8235,4.3939,3.8438
synagogue,2.9091,5.1212,4.3529,6.4333,5.8125,3.9412,5.8182,5.2121,4.5625
syphilis,5.0645,1.6774,3.2333,4.9655,2.9333,3.5,6.6333,3.8667,4.2258
syringe,5.4688,3.4375,3.6452,6.5357,6.3333,4.96,4.9688,2.5172,4.0345
system,3.8125,4.7714,4.2647,3.8824,3.6,5.0313,4.4857,4.9375,4.6667
table,3.3571,5.1333,4.96,6.6667,6.7619,6.7143,2.2903,3.875,4
tablespoon,2.6563,5.5,5.303,6.5455,6.75,6.0714,2.9091,2.303,3.4848
taboo,5.6765,3.2059,4.1176,2.2857,2.4286,3.5455,5.8857,4.5714,4.0882
tact,3.7188,5.7576,5.1935,2.6176,2.3714,4.4242,5.9697,3.9706,3.4118
tail,3.9394,5,5.2903,6.2,6.3438,5.8621,2.1429,2.6471,3.9697
take,4.2647,4.3824,6.6364,4.1176,3.8857,6.3871,2.1471,4.2059,4.3235
tale,5.0294,5.9143,6.0294,3.2857,4.0625,5.7667,2.9118,3.7576,3.5143
talent,6.6875,7.5938,6.6061,3.2813,4.2813,5.9286,3.6061,5.5,3.7273
talented,6.5882,8.2059,6.8485,2.8235,4.2813,6.2857,3.6667,5.3438,3.5758
tall,5.0938,6.3235,6.5,5.2941,6.4194,6.2667,2.1143,5.4848,5.5758
tame,3.4242,5.4848,4.2903,2.9375,3.5938,5.0968,4.0909,3.3226,3.1935
tamper,4.7059,3.1471,5.0909,3.7273,3.4286,3.8125,5.6857,3.8529,4
tandem,4.1154,5.5,4.2143,4.6207,4.6667,3.1212,5.7333,3.8571,3.7143
tangerine,4.3429,5.8125,5.5,6.5429,6.4848,5.5758,2.7143,2.0286,3.3529
tango,5.8788,5.9394,5.3548,5.2424,5.2667,4.2414,4.6452,3.4194,3.1212
tank,4.4706,4,4.9118,6.3824,6.4706,5.2759,3.3429,5.3939,5.7429
tanker,3.6786,4.3,5.2069,6.0741,5.5385,3.3448,5.3704,5.6786,5.4583
tape,3.1818,5.0938,4.9091,5.9118,5.9706,5.5333,2.8788,2.4138,4.1935
taper,3.4815,5.04,4.7037,4.7037,4.5,3.129,6.1481,2.9231,3.931
tapestry,3.5882,5.8438,5.4412,6.0606,6.0294,3.5758,5.2,4.4688,2.4375
tarantula,5.5455,3.3824,4.4,6.8667,6.6471,4.5862,3.6286,3.1765,4.6563
target,5.5938,5.2121,5.4688,5.303,5.7576,5.6154,3.8485,4.1667,5.0313
tariff,3.0588,4.0588,4.5588,4.2353,3.1765,3.8485,6.2424,3.8824,4.7059
taser,5.5938,2.6563,4.2581,6.1667,5.8125,3.0645,6.0323,3.0645,5.2727
taste,6.3438,6.9394,5.7742,4.0625,2.9697,6.3,2.3529,4.7742,3.3793
tasty,6.9394,7.6471,5.9706,2.9394,3.2813,6,2.8182,4.2813,3.5517
taught,5.1613,6.4063,5.1333,3.303,2.5938,5.6923,3.3939,4.3125,3.5
taxi,4.8667,5.3103,4.9677,6.5714,6.5926,6.48,3.5806,4.1875,4.7308
teach,4.7931,7.3226,6.1212,3.5484,3.5484,6.0741,2.5484,4.7,3
teacher,4.9688,6.3636,4.1613,5.3704,5.2143,6.3077,2.2813,4.25,2.7419
team,4.9677,6.7333,5.5161,4.6,5.069,6.0909,3.069,5.1613,4.5185
tease,6.7,4.625,5,2.9032,3.4516,5.7407,3.4194,3.6207,2.8519
teasing,6.1212,4.5152,4.7353,3.4118,4.375,5.7097,3.2059,4,3.2188
teaspoon,3.129,5.3529,5.2059,6.6857,6.6061,6.0667,2.8857,2.0294,3.1515
technical,3.7143,5.1471,4.7188,3.4857,3.4571,5.4706,5.0286,4.5,5.5714
technicality,4.1714,4.2571,4.4706,2.9706,2.4,4.2941,5.9429,4.2,5.0606
technician,3.0938,5.5152,5.0323,5.8125,5.625,5,5.5455,4.0313,5.2727
tedious,2.9118,2.7714,4,2.6571,2.6571,4.5143,5.8286,3.9429,4.4118
teeth,4.3214,5.3793,5.1429,6.6071,6.7037,6.375,2,2.0645,3.88
telephone,4,5.4063,5.5,6.4688,6.5938,6.5,2.7714,3.2059,3.3333
telescope,4.7353,5.7813,5.5455,6.3929,6.7419,5.129,4.2059,4.2727,5.0606
television,4.9355,5.7059,5.3529,6.5313,6.8824,6.5294,2.2857,4.1765,4.5588
temerity,4.0769,4.25,4.3333,2.9,2.4118,1.7353,6.7647,4.9167,4.5625
tempest,6.04,3.4615,4.64,3.9167,3.3462,2.8125,6.3333,5.0417,3.6957
temple,4.5294,5.6061,4.6061,5.7576,6.1875,4.963,4.1212,5.1212,3.9697
tempo,4.7941,5.5294,5.4118,3.7059,2.8286,4,5.3235,3.7273,4.1563
tempt,6.0294,4.1765,4.7273,2.625,3.3438,5.3438,5.0606,3.8235,3.1176
temptation,6.9143,4.2941,4.3529,2.7429,3.5,5.7576,5,5.4118,3.3824
tendency,3.8235,4.7647,4.9375,2.6765,2.3824,5.0357,5.5758,3.9394,3.6875
tender,5.4375,7.0606,4.7419,2.6364,3.7273,4.6875,4.7941,4.0571,2.4412
tennis,4.8621,5.9,5.7333,6,6.7143,5.9615,3.3939,3.5484,4.2903
tense,4.1143,3.5714,4,3.125,3.697,5.7333,4.9429,3.9714,4.4571
tension,5.625,3.3636,4.0645,3.1613,4.0313,5.7857,5.129,4.7667,4.6129
